Cust_ID,International.Plan,Voice.Mail.Plan,X..Vmail.Messages,X..customer.Service.Calls,Churn,trainrows,Total.Day.Minutes,Total.Day.Calls,Total.Day.Charge,Total.Eve.Minutes,Total.Eve.Calls,Total.Eve.Charge,Total.Night.Minutes,Total.Night.Calls,Total.Night.Charge,Total.Intl.Minutes,Total.Intl.Calls,Total.Intl.Charge
3717,yes,no,0,3,True.,Yes,220.7,100,37.52,170.2,89,14.47,278.4,73,12.53,15.0,4,4.05
3718,no,no,0,1,True.,No,303.0,93,51.51,175.6,89,14.93,135.2,102,6.08,10.4,5,2.81
3719,no,no,0,3,False.,No,114.4,115,19.45,183.9,79,15.63,205.2,78,9.23,5.9,2,1.59
3720,no,yes,36,2,False.,Yes,164.8,106,28.02,210.2,138,17.87,173.6,78,7.81,4.3,2,1.16
3721,no,no,0,2,False.,No,237.1,126,40.31,238.4,127,20.26,181.3,100,8.16,10.7,8,2.89
3722,no,no,0,3,False.,Yes,220.3,106,37.45,126.1,124,10.72,242.0,67,10.89,10.2,1,2.75
3723,no,yes,26,0,False.,Yes,189.0,98,32.13,191.7,67,16.29,217.0,68,9.76,11.3,3,3.05
3724,yes,no,0,3,False.,Yes,172.6,92,29.34,281.7,123,23.94,253.4,117,11.4,10.5,3,2.84
3725,no,no,0,3,False.,Yes,168.8,141,28.7,211.5,129,17.98,86.9,92,3.91,10.5,7,2.84
3726,no,yes,39,1,False.,Yes,243.1,137,41.33,236.7,103,20.12,191.2,118,8.6,9.9,3,2.67
3727,no,no,0,0,False.,Yes,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2.0
3728,yes,yes,40,3,False.,Yes,179.0,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92
3729,yes,no,0,1,True.,No,324.3,107,55.13,141.6,90,12.04,207.6,90,9.34,12.8,7,3.46
3730,no,no,0,2,False.,Yes,69.7,85,11.85,226.5,107,19.25,128.5,104,5.78,11.1,2,3.0
3731,yes,yes,32,3,True.,No,176.9,118,30.07,227.0,121,19.3,204.4,115,9.2,15.1,3,4.08
3732,no,no,0,2,False.,Yes,140.4,117,23.87,204.5,121,17.38,251.3,79,11.31,8.7,4,2.35
3733,no,no,0,1,False.,Yes,167.4,117,28.46,223.5,102,19.0,215.8,108,9.71,9.0,3,2.43
3734,no,yes,27,0,False.,Yes,166.4,112,28.29,234.3,116,19.92,161.1,95,7.25,5.5,2,1.49
3735,no,no,0,3,False.,Yes,171.5,108,29.16,204.4,106,17.37,238.8,90,10.75,10.7,4,2.89
3736,yes,no,0,2,False.,Yes,177.2,151,30.12,209.3,83,17.79,236.3,114,10.63,11.1,5,3.0
3737,no,yes,34,0,False.,No,114.5,64,19.47,229.3,84,19.49,288.8,68,13.0,10.4,16,2.81
3738,no,yes,34,2,False.,Yes,205.1,123,34.87,203.3,123,17.28,126.7,106,5.7,10.7,1,2.89
3739,no,no,0,0,True.,Yes,208.4,112,35.43,189.5,116,16.11,264.4,101,11.9,16.8,1,4.54
3740,no,no,0,2,False.,Yes,125.8,102,21.39,244.4,111,20.77,167.7,90,7.55,9.0,2,2.43
3741,no,no,0,2,False.,Yes,186.2,97,31.65,257.7,89,21.9,164.3,106,7.39,11.0,4,2.97
3742,no,no,0,0,False.,Yes,128.9,136,21.91,244.4,133,20.77,148.7,133,6.69,10.7,5,2.89
3743,no,yes,16,1,False.,No,257.4,91,43.76,232.0,101,19.72,143.2,73,6.44,14.7,2,3.97
3744,no,no,0,5,False.,Yes,189.3,113,32.18,203.7,92,17.31,218.3,103,9.82,14.2,3,3.83
3745,no,yes,24,0,False.,Yes,50.1,134,8.52,295.8,89,25.14,111.8,115,5.03,11.0,6,2.97
3746,no,no,0,2,False.,Yes,165.5,72,28.14,228.9,73,19.46,169.7,103,7.64,9.7,6,2.62
3747,yes,no,0,0,False.,No,143.7,108,24.43,75.6,111,6.43,217.9,99,9.81,9.9,4,2.67
3748,no,no,0,0,False.,Yes,166.4,97,28.29,186.7,118,15.87,251.6,89,11.32,14.5,4,3.92
3749,no,no,0,2,False.,Yes,264.2,118,44.91,180.0,89,15.3,223.9,104,10.08,10.7,1,2.89
3750,no,no,0,2,False.,Yes,192.1,80,32.66,269.3,125,22.89,259.6,97,11.68,11.7,4,3.16
3751,no,no,0,1,False.,Yes,145.4,98,24.72,334.1,109,28.4,209.8,72,9.44,8.8,2,2.38
3752,no,yes,16,1,False.,Yes,240.8,80,40.94,212.6,121,18.07,271.7,138,12.23,9.4,4,2.54
3753,no,no,0,3,False.,Yes,170.7,98,29.02,111.6,109,9.49,171.5,107,7.72,4.8,7,1.3
3754,no,no,0,0,False.,Yes,221.0,118,37.57,138.8,104,11.8,198.6,96,8.94,12.1,4,3.27
3755,no,no,0,0,False.,Yes,180.0,109,30.6,292.7,96,24.88,194.9,114,8.77,10.8,4,2.92
3756,no,yes,14,5,False.,Yes,298.8,92,50.8,207.3,86,17.62,257.9,65,11.61,11.9,4,3.21
3757,no,no,0,1,True.,No,317.1,97,53.91,224.8,70,19.11,215.1,90,9.68,13.6,2,3.67
3758,yes,yes,23,1,False.,No,102.2,103,17.37,229.7,110,19.52,176.3,100,7.93,9.0,4,2.43
3759,no,no,0,4,False.,No,182.9,87,31.09,172.1,103,14.63,233.1,89,10.49,12.1,3,3.27
3760,no,no,0,4,True.,No,155.6,122,26.45,223.8,82,19.02,50.9,130,2.29,10.6,3,2.86
3761,no,no,0,1,False.,Yes,184.8,126,31.42,198.6,103,16.88,103.0,90,4.64,8.3,3,2.24
3762,no,no,0,1,False.,Yes,175.7,91,29.87,152.3,127,12.95,140.0,88,6.3,10.7,10,2.89
3763,no,no,0,1,False.,Yes,251.5,57,42.76,179.1,113,15.22,163.2,72,7.34,6.6,3,1.78
3764,no,no,0,3,False.,Yes,131.6,102,22.37,290.4,134,24.68,190.5,95,8.57,0.0,0,0.0
3765,no,no,0,3,False.,Yes,92.3,128,15.69,250.1,89,21.26,211.9,110,9.54,10.8,16,2.92
3766,no,yes,41,5,True.,No,196.7,109,33.44,124.3,107,10.57,198.3,94,8.92,11.0,5,2.97
3767,no,no,0,2,False.,No,131.4,98,22.34,189.9,95,16.14,147.4,83,6.63,11.2,2,3.02
3768,no,no,0,4,True.,Yes,215.9,122,36.7,270.3,114,22.98,301.8,129,13.58,6.1,5,1.65
3769,no,no,0,2,False.,Yes,158.2,95,26.89,178.5,113,15.17,154.3,76,6.94,8.5,5,2.3
3770,no,no,0,0,False.,Yes,216.0,106,36.72,207.6,110,17.65,180.0,102,8.1,11.2,4,3.02
3771,no,yes,34,3,False.,Yes,206.4,111,35.09,229.7,118,19.52,156.7,81,7.05,11.8,10,3.19
3772,no,no,0,3,False.,Yes,138.2,94,23.49,176.4,84,14.99,182.9,110,8.23,11.1,6,3.0
3773,no,yes,27,1,False.,Yes,192.3,125,32.69,147.3,108,12.52,215.0,97,9.67,7.8,4,2.11
3774,no,no,0,0,False.,Yes,262.1,78,44.56,171.6,113,14.59,208.7,100,9.39,5.3,3,1.43
3775,no,no,0,0,False.,Yes,41.2,106,7.0,210.6,82,17.9,220.1,115,9.9,12.4,3,3.35
3776,no,no,0,1,True.,Yes,326.1,119,55.44,161.0,105,13.69,220.1,129,9.9,11.0,3,2.97
3777,no,no,0,1,False.,Yes,167.0,60,28.39,125.1,65,10.63,262.5,100,11.81,8.9,2,2.4
3778,no,no,0,2,False.,Yes,210.2,95,35.73,191.2,87,16.25,150.8,111,6.79,9.4,3,2.54
3779,no,yes,39,2,False.,Yes,204.9,74,34.83,210.2,80,17.87,168.8,89,7.6,11.2,4,3.02
3780,no,no,0,1,False.,No,184.1,105,31.3,126.7,123,10.77,241.5,94,10.87,4.7,6,1.27
3781,no,no,0,2,False.,Yes,263.8,84,44.85,162.8,107,13.84,149.7,94,6.74,8.7,6,2.35
3782,no,no,0,0,True.,Yes,283.6,115,48.21,181.3,103,15.41,306.1,60,13.77,8.8,5,2.38
3783,no,no,0,2,False.,Yes,167.5,77,28.48,175.2,113,14.89,233.5,85,10.51,16.1,5,4.35
3784,no,no,0,1,False.,Yes,142.3,50,24.19,231.5,142,19.68,205.6,79,9.25,5.5,3,1.49
3785,no,no,0,1,False.,Yes,167.1,103,28.41,188.4,112,16.01,111.4,74,5.01,9.1,2,2.46
3786,no,no,0,0,False.,Yes,148.3,86,25.21,184.2,151,15.66,179.1,83,8.06,10.9,4,2.94
3787,no,no,0,1,True.,No,297.8,88,50.63,196.0,89,16.66,213.7,107,9.62,12.0,2,3.24
3788,yes,no,0,1,False.,Yes,144.5,60,24.57,296.5,129,25.2,194.3,117,8.74,12.4,3,3.35
3789,no,no,0,0,True.,Yes,233.4,71,39.68,296.4,76,25.19,276.9,103,12.46,10.3,1,2.78
3790,no,no,0,3,False.,No,130.5,98,22.19,249.5,91,21.21,219.9,117,9.9,12.7,1,3.43
3791,no,no,0,3,False.,No,133.3,107,22.66,185.0,101,15.73,289.0,99,13.01,9.1,4,2.46
3792,no,no,0,0,False.,Yes,183.7,103,31.23,270.6,97,23.0,132.9,104,5.98,11.2,2,3.02
3793,no,no,0,5,True.,No,271.0,114,46.07,209.9,71,17.84,193.5,109,8.71,13.7,2,3.7
3794,no,no,0,0,False.,No,122.5,70,20.83,221.4,92,18.82,187.5,88,8.44,10.4,6,2.81
3795,no,no,0,2,False.,Yes,143.3,97,24.36,170.7,81,14.51,195.3,89,8.79,11.4,5,3.08
3796,no,no,0,1,False.,Yes,182.5,85,31.03,181.5,114,15.43,199.1,110,8.96,14.7,6,3.97
3797,no,no,0,1,False.,No,110.4,122,18.77,242.9,103,20.65,170.4,75,7.67,13.9,5,3.75
3798,no,no,0,0,False.,Yes,140.8,109,23.94,303.0,114,25.76,267.4,112,12.03,14.1,1,3.81
3799,no,no,0,0,False.,Yes,137.5,102,23.38,176.0,98,14.96,210.6,88,9.48,10.4,6,2.81
3800,no,no,0,1,False.,Yes,115.9,81,19.7,199.7,100,16.97,249.3,111,11.22,10.0,4,2.7
3801,no,no,0,4,False.,Yes,288.2,108,48.99,129.6,136,11.02,229.6,73,10.33,9.6,5,2.59
3802,no,yes,20,1,False.,Yes,60.2,100,10.23,118.1,76,10.04,230.1,131,10.35,13.3,4,3.59
3803,no,no,0,3,True.,No,125.5,100,21.34,266.2,78,22.63,270.4,119,12.17,5.9,6,1.59
3804,no,yes,27,1,False.,Yes,179.6,142,30.53,262.8,103,22.34,239.9,81,10.8,11.1,2,3.0
3805,no,no,0,1,False.,Yes,99.0,126,16.83,189.4,76,16.1,156.3,108,7.03,8.4,3,2.27
3806,no,no,0,1,False.,Yes,155.4,71,26.42,84.0,122,7.14,229.1,97,10.31,5.8,1,1.57
3807,no,no,0,3,False.,No,177.4,107,30.16,204.7,104,17.4,141.9,123,6.39,15.0,9,4.05
3808,no,no,0,2,False.,Yes,233.6,72,39.71,168.0,103,14.28,276.3,71,12.43,6.3,2,1.7
3809,no,no,0,3,False.,Yes,210.2,109,35.73,199.4,81,16.95,173.3,94,7.8,9.9,4,2.67
3810,no,no,0,3,False.,Yes,126.8,83,21.56,243.2,97,20.67,223.4,106,10.05,7.1,5,1.92
3811,no,yes,41,1,False.,Yes,187.1,80,31.81,286.1,77,24.32,188.0,107,8.46,10.4,2,2.81
3812,no,no,0,2,False.,No,155.8,91,26.49,103.7,85,8.81,117.2,125,5.27,8.6,3,2.32
3813,no,no,0,0,False.,Yes,232.1,130,39.46,150.7,75,12.81,253.9,77,11.43,13.0,3,3.51
3814,no,no,0,3,False.,No,128.7,85,21.88,169.8,121,14.43,207.3,98,9.33,10.5,4,2.84
3815,yes,no,0,1,False.,Yes,224.3,85,38.13,166.3,79,14.14,187.0,117,8.41,11.7,3,3.16
3816,no,yes,30,2,False.,No,208.9,87,35.51,145.2,89,12.34,198.2,77,8.92,14.9,5,4.02
3817,no,no,0,0,False.,No,184.8,114,31.42,130.6,131,11.1,175.0,69,7.88,8.0,9,2.16
3818,no,yes,24,5,True.,No,121.6,100,20.67,108.3,77,9.21,206.3,98,9.28,12.3,2,3.32
3819,no,no,0,1,False.,No,145.0,106,24.65,230.3,99,19.58,164.9,103,7.42,12.7,3,3.43
3820,no,no,0,0,False.,Yes,243.3,101,41.36,109.2,99,9.28,176.9,138,7.96,9.3,3,2.51
3821,no,no,0,1,False.,No,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94
3822,no,no,0,2,False.,Yes,184.5,56,31.37,197.7,91,16.8,242.3,74,10.9,11.2,3,3.02
3823,no,no,0,2,False.,Yes,84.3,98,14.33,259.5,115,22.06,197.5,115,8.89,10.3,2,2.78
3824,no,no,0,1,False.,Yes,142.9,70,24.29,221.6,83,18.84,121.4,111,5.46,15.2,4,4.1
3825,no,no,0,0,False.,Yes,120.6,82,20.5,238.3,96,20.26,219.8,125,9.89,11.4,5,3.08
3826,no,yes,40,1,False.,Yes,222.2,80,37.77,223.1,84,18.96,164.0,65,7.38,12.1,3,3.27
3827,no,yes,21,2,False.,Yes,219.3,132,37.28,218.2,105,18.55,267.6,95,12.04,15.7,2,4.24
3828,no,no,0,2,False.,No,230.2,100,39.13,174.1,100,14.8,194.1,112,8.73,9.0,11,2.43
3829,no,yes,22,0,False.,Yes,76.1,115,12.94,171.2,119,14.55,246.3,126,11.08,6.0,2,1.62
3830,yes,no,0,0,False.,Yes,147.7,105,25.11,184.1,68,15.65,153.5,102,6.91,12.7,5,3.43
3831,yes,no,0,1,False.,No,139.4,102,23.7,261.8,97,22.25,167.4,101,7.53,10.5,4,2.84
3832,no,yes,23,1,False.,Yes,196.0,91,33.32,156.3,107,13.29,200.5,68,9.02,15.3,2,4.13
3833,no,no,0,1,False.,Yes,160.8,73,27.34,170.4,112,14.48,249.2,131,11.21,7.2,3,1.94
3834,no,no,0,1,True.,Yes,325.4,73,55.32,127.8,100,10.86,209.9,98,9.45,9.3,10,2.51
3835,no,no,0,4,False.,Yes,198.2,92,33.69,147.1,97,12.5,199.6,76,8.98,16.5,4,4.46
3836,yes,no,0,1,False.,No,168.8,86,28.7,237.6,98,20.2,204.3,94,9.19,5.3,9,1.43
3837,no,no,0,2,False.,No,273.8,99,46.55,123.8,110,10.52,147.7,61,6.65,6.9,4,1.86
3838,no,no,0,4,False.,No,217.7,114,37.01,182.0,105,15.47,113.5,87,5.11,8.5,10,2.3
3839,no,no,0,4,True.,Yes,93.5,110,15.9,213.3,79,18.13,171.7,83,7.73,8.9,4,2.4
3840,no,no,0,0,False.,No,195.4,104,33.22,204.9,91,17.42,230.2,95,10.36,14.0,4,3.78
3841,no,yes,42,2,False.,No,247.8,96,42.13,159.1,98,13.52,201.8,73,9.08,10.6,3,2.86
3842,no,no,0,2,False.,Yes,162.5,81,27.63,159.2,114,13.53,157.2,97,7.07,9.7,1,2.62
3843,no,no,0,0,False.,Yes,86.1,78,14.64,222.7,130,18.93,155.0,124,6.98,9.0,7,2.43
3844,no,no,0,0,False.,Yes,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86
3845,no,no,0,0,False.,No,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65
3846,no,no,0,0,False.,Yes,190.8,100,32.44,196.0,85,16.66,151.7,110,6.83,9.9,9,2.67
3847,no,no,0,1,True.,No,198.6,115,33.76,258.0,106,21.93,245.8,104,11.06,10.2,6,2.75
3848,no,no,0,0,False.,Yes,176.5,105,30.01,198.6,136,16.88,210.2,150,9.46,7.7,5,2.08
3849,no,no,0,2,False.,No,188.3,80,32.01,214.7,123,18.25,218.0,89,9.81,10.2,4,2.75
3850,no,no,0,3,False.,Yes,197.6,105,33.59,206.4,88,17.54,169.6,143,7.63,9.6,2,2.59
3851,no,no,0,1,False.,No,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12.0,9,3.24
3852,no,no,0,4,False.,No,261.0,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4
3853,no,no,0,0,False.,Yes,209.6,94,35.63,193.1,106,16.41,239.9,90,10.8,12.4,4,3.35
3854,no,no,0,3,False.,Yes,157.8,96,26.83,160.0,120,13.6,198.8,112,8.95,13.7,6,3.7
3855,no,no,0,3,True.,No,245.4,82,41.72,260.3,124,22.13,195.1,82,8.78,10.5,3,2.84
3856,no,no,0,2,False.,Yes,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11.0,5,2.97
3857,no,no,0,3,False.,No,100.2,85,17.03,213.8,90,18.17,299.8,67,13.49,7.7,4,2.08
3858,no,yes,25,1,False.,No,152.9,106,25.99,205.5,147,17.47,247.3,107,11.13,8.0,5,2.16
3859,no,yes,15,0,False.,No,274.0,83,46.58,192.2,97,16.34,125.9,141,5.67,11.9,2,3.21
3860,no,no,0,3,False.,No,215.6,127,36.65,105.5,110,8.97,291.7,80,13.13,11.2,7,3.02
3861,no,no,0,0,False.,Yes,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3
3862,yes,yes,20,0,False.,Yes,252.8,102,42.98,217.6,105,18.5,107.3,93,4.83,11.2,3,3.02
3863,no,no,0,2,False.,No,216.2,100,36.75,182.8,136,15.54,237.9,66,10.71,7.8,3,2.11
3864,no,no,0,0,False.,Yes,165.1,120,28.07,290.2,79,24.67,250.3,140,11.26,8.1,2,2.19
3865,no,no,0,2,False.,Yes,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35
3866,no,no,0,2,False.,No,217.2,122,36.92,303.2,58,25.77,147.3,114,6.63,14.0,4,3.78
3867,no,no,0,1,False.,Yes,82.1,75,13.96,201.2,95,17.1,206.7,146,9.3,9.6,2,2.59
3868,no,no,0,0,False.,Yes,157.1,77,26.71,302.0,69,25.67,317.9,159,14.31,15.6,4,4.21
3869,no,yes,23,1,False.,Yes,205.5,95,34.94,224.3,80,19.07,196.1,76,8.82,9.7,4,2.62
3870,yes,no,0,0,True.,Yes,147.6,126,25.09,284.1,84,24.15,170.2,87,7.66,8.1,7,2.19
3871,no,no,0,2,False.,Yes,172.1,73,29.26,228.0,136,19.38,269.4,96,12.12,14.1,3,3.81
3872,no,no,0,0,False.,Yes,206.8,104,35.16,286.0,115,24.31,153.9,112,6.93,12.4,6,3.35
3873,no,no,0,1,False.,No,193.3,51,32.86,240.1,117,20.41,145.7,92,6.56,12.2,4,3.29
3874,no,no,0,0,False.,Yes,225.9,52,38.4,242.0,69,20.57,144.5,68,6.5,11.7,3,3.16
3875,no,yes,38,4,False.,No,202.6,92,34.44,169.6,93,14.42,185.8,108,8.36,11.9,6,3.21
3876,no,no,0,2,False.,No,48.4,105,8.23,139.7,86,11.87,154.1,80,6.93,11.5,4,3.11
3877,no,no,0,1,False.,No,168.6,93,28.66,246.0,61,20.91,269.9,102,12.15,11.4,7,3.08
3878,no,yes,31,0,False.,No,142.9,92,24.29,233.8,107,19.87,329.2,142,14.81,10.4,6,2.81
3879,no,no,0,1,False.,Yes,85.2,102,14.48,153.2,118,13.02,142.6,107,6.42,8.2,4,2.21
3880,no,no,0,1,False.,Yes,77.8,123,13.23,144.4,119,12.27,75.3,65,3.39,5.7,7,1.54
3881,no,yes,19,2,False.,No,179.4,108,30.5,93.6,90,7.96,234.6,99,10.56,14.9,4,4.02
3882,no,no,0,3,False.,No,139.8,98,23.77,247.2,103,21.01,241.0,113,10.85,11.7,3,3.16
3883,no,yes,17,1,False.,No,177.9,68,30.24,153.9,112,13.08,251.2,121,11.3,10.6,7,2.86
3884,no,no,0,1,False.,No,101.9,98,17.32,193.3,113,16.43,167.5,126,7.54,15.0,6,4.05
3885,no,no,0,1,False.,Yes,157.5,90,26.78,223.8,83,19.02,241.1,98,10.85,12.2,4,3.29
3886,no,no,0,3,False.,No,167.1,138,28.41,154.4,93,13.12,244.5,148,11.0,13.7,10,3.7
3887,no,no,0,0,False.,Yes,124.1,92,21.1,214.9,131,18.27,241.3,132,10.86,13.7,3,3.7
3888,no,yes,31,3,False.,Yes,221.4,124,37.64,313.4,96,26.64,175.9,94,7.92,11.8,1,3.19
3889,no,no,0,1,False.,Yes,245.1,66,41.67,144.6,109,12.29,227.3,112,10.23,3.1,4,0.84
3890,no,no,0,1,False.,No,135.7,111,23.07,223.0,124,18.96,167.5,101,7.54,9.5,4,2.57
3891,no,yes,37,0,False.,Yes,227.9,80,38.74,101.9,141,8.66,188.1,110,8.46,5.1,6,1.38
3892,no,no,0,1,False.,Yes,177.8,112,30.23,226.5,80,19.25,221.8,71,9.98,7.9,4,2.13
3893,no,yes,33,1,True.,Yes,189.4,109,32.2,148.7,68,12.64,208.9,119,9.4,11.2,4,3.02
3894,no,yes,39,1,False.,Yes,188.3,108,32.01,167.6,116,14.25,189.9,92,8.55,15.6,5,4.21
3895,no,yes,26,2,False.,No,177.1,94,30.11,206.0,85,17.51,254.8,95,11.47,6.6,2,1.78
3896,no,no,0,2,False.,No,128.5,95,21.85,192.6,91,16.37,79.0,95,3.56,9.2,6,2.48
3897,no,yes,22,2,False.,No,192.9,86,32.79,219.7,104,18.67,169.3,92,7.62,10.9,3,2.94
3898,no,yes,28,3,False.,No,130.5,109,22.19,173.3,99,14.73,192.2,106,8.65,10.4,3,2.81
3899,no,no,0,1,False.,Yes,201.1,141,34.19,216.5,93,18.4,217.4,132,9.78,11.5,4,3.11
3900,no,yes,38,3,False.,Yes,139.8,108,23.77,58.3,120,4.96,203.4,160,9.15,9.7,1,2.62
3901,no,yes,6,4,False.,Yes,237.6,105,40.39,244.9,98,20.82,188.3,107,8.47,6.8,11,1.84
3902,no,yes,26,1,False.,Yes,197.7,80,33.61,232.6,83,19.77,196.7,120,8.85,12.0,5,3.24
3903,no,no,0,2,False.,Yes,222.1,115,37.76,245.0,130,20.83,129.3,119,5.82,8.1,2,2.19
3904,no,yes,39,1,True.,Yes,270.0,58,45.9,235.5,108,20.02,194.3,57,8.74,7.8,6,2.11
3905,no,yes,29,2,False.,Yes,211.6,111,35.97,237.9,84,20.22,209.4,93,9.42,14.0,7,3.78
3906,no,no,0,2,False.,Yes,148.7,90,25.28,204.3,106,17.37,144.1,105,6.48,9.8,4,2.65
3907,no,no,0,2,False.,Yes,81.7,105,13.89,203.0,66,17.26,181.2,109,8.15,12.9,3,3.48
3908,no,no,0,0,False.,Yes,143.6,135,24.41,278.0,119,23.63,46.7,84,2.1,12.7,3,3.43
3909,no,no,0,3,False.,Yes,205.3,69,34.9,171.0,84,14.54,242.4,96,10.91,10.1,2,2.73
3910,no,no,0,4,False.,No,184.5,77,31.37,272.5,103,23.16,190.3,129,8.56,9.7,3,2.62
3911,no,no,0,0,False.,No,140.8,97,23.94,211.5,109,17.98,216.9,53,9.76,12.2,4,3.29
3912,no,no,0,3,False.,Yes,140.8,107,23.94,252.6,87,21.47,215.4,136,9.69,9.1,4,2.46
3913,yes,yes,36,0,False.,No,169.7,109,28.85,318.6,88,27.08,246.5,95,11.09,9.8,3,2.65
3914,no,no,0,3,False.,Yes,168.1,83,28.58,202.0,91,17.17,173.2,91,7.79,10.0,3,2.7
3915,no,yes,25,2,False.,No,190.1,133,32.32,181.1,61,15.39,104.0,110,4.68,12.5,3,3.38
3916,no,no,0,2,False.,Yes,192.6,96,32.74,184.0,92,15.64,173.6,113,7.81,8.8,6,2.38
3917,no,no,0,0,False.,Yes,234.8,95,39.92,109.7,87,9.32,180.3,99,8.11,10.4,2,2.81
3918,no,no,0,3,False.,Yes,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54
3919,no,no,0,1,False.,Yes,247.2,84,42.02,161.9,130,13.76,170.3,73,7.66,6.1,6,1.65
3920,no,no,0,2,False.,No,234.8,118,39.92,211.7,112,17.99,147.0,97,6.61,7.5,3,2.03
3921,no,no,0,2,False.,Yes,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75
3922,no,no,0,2,False.,Yes,98.5,85,16.75,200.3,80,17.03,252.3,68,11.35,12.0,7,3.24
3923,no,no,0,0,True.,Yes,304.0,141,51.68,264.1,127,22.45,138.1,104,6.21,7.2,4,1.94
3924,no,no,0,1,False.,Yes,140.3,108,23.85,235.3,111,20.0,200.8,57,9.04,11.8,6,3.19
3925,no,no,0,2,False.,Yes,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32
3926,no,no,0,0,False.,Yes,191.7,125,32.59,284.2,100,24.16,211.7,87,9.53,12.5,2,3.38
3927,no,yes,45,1,False.,No,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14.0,12,3.78
3928,no,yes,33,1,False.,Yes,168.1,97,28.58,204.0,88,17.34,260.9,97,11.74,15.1,3,4.08
3929,no,no,0,1,False.,Yes,178.4,110,30.33,179.1,116,15.22,228.1,99,10.26,6.5,4,1.76
3930,yes,yes,18,2,False.,Yes,127.2,89,21.62,130.7,114,11.11,229.7,115,10.34,11.2,5,3.02
3931,no,no,0,1,False.,Yes,230.7,66,39.22,165.4,65,14.06,309.1,139,13.91,13.3,10,3.59
3932,no,no,0,3,False.,No,228.3,84,38.81,152.6,92,12.97,309.7,101,13.94,3.7,3,1.0
3933,no,no,0,2,False.,No,197.7,84,33.61,221.3,89,18.81,189.4,109,8.52,7.8,3,2.11
3934,no,yes,35,0,False.,No,273.7,94,46.53,153.3,101,13.03,259.0,109,11.66,3.8,3,1.03
3935,no,yes,30,0,False.,No,195.8,118,33.29,166.4,109,14.14,297.4,84,13.38,11.7,2,3.16
3936,no,no,0,2,False.,No,190.5,106,32.39,164.2,92,13.96,110.8,88,4.99,11.4,5,3.08
3937,no,no,0,4,False.,Yes,176.1,79,29.94,208.3,105,17.71,237.5,86,10.69,16.1,4,4.35
3938,no,no,0,2,False.,Yes,210.4,78,35.77,172.4,75,14.65,240.0,105,10.8,11.7,3,3.16
3939,no,yes,28,0,False.,Yes,151.0,59,25.67,269.5,122,22.91,179.4,116,8.07,8.9,9,2.4
3940,no,no,0,3,False.,Yes,144.3,109,24.53,331.3,89,28.16,155.3,69,6.99,11.8,15,3.19
3941,no,yes,42,3,False.,Yes,203.7,109,34.63,192.9,125,16.4,318.0,81,14.31,10.8,16,2.92
3942,no,no,0,0,True.,No,210.1,97,35.72,177.3,96,15.07,130.2,136,5.86,13.3,1,3.59
3943,no,no,0,4,False.,Yes,230.2,89,39.13,148.7,110,12.64,255.6,139,11.5,8.1,3,2.19
3944,no,yes,27,3,False.,Yes,121.9,88,20.72,225.4,75,19.16,90.8,118,4.09,13.0,4,3.51
3945,no,yes,30,2,False.,Yes,181.2,65,30.8,193.2,62,16.42,153.2,92,6.89,9.9,6,2.67
3946,no,no,0,0,False.,No,201.5,103,34.26,124.2,120,10.56,239.9,56,10.8,11.5,3,3.11
3947,no,no,0,0,False.,No,146.0,58,24.82,208.7,103,17.74,215.5,91,9.7,11.9,2,3.21
3948,no,no,0,4,True.,Yes,105.3,101,17.9,187.2,92,15.91,206.4,101,9.29,11.1,2,3.0
3949,no,yes,26,2,False.,No,69.7,84,11.85,250.4,79,21.28,230.2,122,10.36,8.3,3,2.24
3950,no,no,0,2,False.,Yes,208.1,72,35.38,188.0,79,15.98,162.0,96,7.29,4.6,5,1.24
3951,no,no,0,0,False.,No,183.1,109,31.13,199.4,109,16.95,214.1,71,9.63,13.9,4,3.75
3952,no,yes,32,6,True.,Yes,148.7,95,25.28,198.6,55,16.88,187.0,113,8.41,10.4,7,2.81
3953,no,no,0,0,True.,Yes,240.1,121,40.82,271.2,123,23.05,132.7,98,5.97,17.2,4,4.64
3954,no,yes,25,1,False.,No,126.4,97,21.49,189.7,118,16.12,233.6,97,10.51,12.0,2,3.24
3955,no,no,0,4,True.,Yes,156.0,70,26.52,160.5,89,13.64,206.6,112,9.3,7.1,3,1.92
